"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Johnny Holton","OAK ","0.0","0.0","0.0","0.2","4.2","0.1","0.0","0.8"
"","high","0.0","0.0","0.0","0.3","4.7","0.1","0.0","1.0"
"","low","0.0","0.0","0.0","0.1","3.7","0.0","0.0","0.6"
"Marvin Hall","ATL ","0.0","0.0","0.0","0.3","4.0","0.0","0.0","0.7"
"","high","0.0","0.0","0.0","0.3","5.3","0.1","0.0","1.1"
"","low","0.0","0.0","0.0","0.2","2.0","0.0","0.0","0.3"
"Justin Hardee","NO ","0.0","0.0","0.0","0.4","5.6","0.0","0.0","0.7"
"","high","0.0","0.0","0.0","0.4","5.6","0.0","0.0","0.8"
"","low","0.0","0.0","0.0","0.4","5.6","0.0","0.0","0.8"
"Phillip Dorsett","NE ","0.0","0.0","0.0","0.4","5.6","0.0","0.0","0.6"
"","high","0.0","0.1","0.0","0.5","7.3","0.0","0.0","1.1"
"","low","0.0","0.0","0.0","0.3","3.9","0.0","0.0","0.5"
"Brian Quick","WAS ","0.0","0.0","0.0","0.4","5.5","0.0","0.0","0.6"
"","high","0.0","0.0","0.0","0.6","8.4","0.0","0.0","0.8"
"","low","0.0","0.0","0.0","0.2","2.8","0.0","0.0","0.6"
"Darrius Heyward-Bey","PIT ","0.0","0.0","0.0","0.3","4.5","0.0","0.0","0.6"
"","high","0.0","0.0","0.0","0.4","5.4","0.1","0.0","0.8"
"","low","0.0","0.0","0.0","0.2","3.0","0.0","0.0","0.4"
"Cody Core","CIN ","0.0","0.0","0.0","0.4","5.6","0.0","0.0","0.6"
"","high","0.0","0.0","0.0","0.6","8.4","0.0","0.0","0.8"
"","low","0.0","0.0","0.0","0.2","2.5","0.0","0.0","0.3"
"Chris Matthews","BAL ","0.0","0.0","0.0","0.4","4.8","0.0","0.0","0.5"
"","high","0.0","0.0","0.0","0.7","7.4","0.0","0.0","1.1"
"","low","0.0","0.0","0.0","0.3","3.0","0.0","0.0","0.4"
"Braxton Miller","HOU ","0.0","0.0","0.0","0.6","5.2","0.0","0.0","0.5"
"","high","0.0","0.0","0.0","1.0","8.7","0.0","0.0","0.8"
"","low","0.0","0.0","0.0","0.4","1.9","0.0","0.0","0.2"
"Nick Williams","ATL ","0.0","0.0","0.0","0.3","4.6","0.0","0.0","0.5"
"","high","0.0","0.0","0.0","0.5","6.1","0.0","0.0","0.7"
"","low","0.0","0.0","0.0","0.2","2.4","0.0","0.0","0.5"
"Victor Bolden Jr.","SF ","0.0","0.0","0.0","0.3","4.0","0.0","0.0","0.5"
"","high","0.0","0.0","0.0","0.3","4.0","0.0","0.0","0.5"
"","low","0.0","0.0","0.0","0.3","4.0","0.0","0.0","0.5"
"Chris Thompson","HOU ","0.0","0.0","0.0","0.3","3.6","0.0","0.0","0.4"
"","high","0.0","0.0","0.0","0.6","6.7","0.0","0.0","1.7"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tanner McEvoy","SEA ","0.0","0.0","0.0","0.3","3.4","0.0","0.0","0.4"
"","high","0.0","0.0","0.0","0.6","7.3","0.0","0.0","1.6"
"","low","0.0","0.0","0.0","0.1","1.8","0.0","0.0","0.2"
"Ryan Switzer","DAL ","0.0","0.2","0.0","0.4","3.9","0.0","0.0","0.4"
"","high","0.1","0.3","0.0","0.5","6.0","0.0","0.0","0.8"
"","low","0.0","0.0","0.0","0.2","2.4","0.0","0.0","0.2"
"Noah Brown","DAL ","0.0","0.0","0.0","0.3","3.4","0.0","0.0","0.4"
"","high","0.0","0.0","0.0","0.3","4.4","0.0","0.0","0.7"
"","low","0.0","0.0","0.0","0.2","2.0","0.0","0.0","0.3"
"Hunter Sharp","DEN ","0.0","0.0","0.0","0.3","4.0","0.0","0.0","0.4"
"","high","0.0","0.0","0.0","0.5","6.0","0.0","0.0","0.6"
"","low","0.0","0.0","0.0","0.2","2.5","0.0","0.0","0.3"
"Jehu Chesson","KC ","0.0","0.0","0.0","0.3","3.5","0.0","0.0","0.4"
"","high","0.0","0.0","0.0","0.4","5.0","0.0","0.0","0.6"
"","low","0.0","0.0","0.0","0.2","2.3","0.0","0.0","0.3"
"Andre Roberts","ATL ","0.0","0.0","0.0","0.2","3.4","0.0","0.0","0.4"
"","high","0.0","0.0","0.0","0.3","5.4","0.0","0.0","0.5"
"","low","0.0","0.0","0.0","0.2","2.0","0.0","0.0","0.3"
"Leonte Carroo","MIA ","0.0","0.0","0.0","0.3","3.5","0.0","0.0","0.4"
"","high","0.0","0.0","0.0","0.3","4.0","0.0","0.0","0.5"
"","low","0.0","0.0","0.0","0.3","3.2","0.0","0.0","0.3"
"Austin Carr","NO ","0.0","0.0","0.0","0.3","4.1","0.0","0.0","0.4"
"","high","0.0","0.0","0.0","0.3","4.1","0.0","0.0","0.4"
"","low","0.0","0.0","0.0","0.3","4.1","0.0","0.0","0.4"
"Kendrick Bourne","SF ","0.0","0.0","0.0","0.3","3.4","0.0","0.0","0.4"
"","high","0.0","0.0","0.0","0.3","3.4","0.0","0.0","0.4"
"","low","0.0","0.0","0.0","0.3","3.4","0.0","0.0","0.4"
"Shelton Gibson","PHI ","0.0","0.0","0.0","0.3","4.0","0.0","0.0","0.4"
"","high","0.0","0.0","0.0","0.3","4.0","0.0","0.0","0.4"
"","low","0.0","0.0","0.0","0.3","4.0","0.0","0.0","0.4"
"Josh Malone","CIN ","0.0","0.0","0.0","0.3","3.3","0.0","0.0","0.4"
"","high","0.0","0.0","0.0","0.3","4.1","0.0","0.0","0.4"
"","low","0.0","0.0","0.0","0.2","2.4","0.0","0.0","0.3"
"Jakeem Grant","MIA ","0.0","0.0","0.0","0.3","2.8","0.0","0.0","0.3"
"","high","0.0","0.0","0.0","0.4","4.2","0.0","0.0","1.1"
"","low","0.0","0.0","0.0","0.2","1.4","0.0","0.0","0.1"
"Marcus Johnson","PHI ","0.0","0.0","0.0","0.2","2.9","0.0","0.0","0.3"
"","high","0.0","0.0","0.0","0.4","5.2","0.0","0.0","1.1"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chad Hansen","NYJ ","0.0","0.0","0.0","0.2","2.8","0.0","0.0","0.3"
"","high","0.0","0.0","0.0","0.4","4.5","0.0","0.0","0.7"
"","low","0.0","0.0","0.0","0.1","1.4","0.0","0.0","0.1"
"Quan Bray","IND ","0.0","0.0","0.0","0.3","3.1","0.0","0.0","0.3"
"","high","0.0","0.0","0.0","0.4","4.2","0.0","0.0","0.6"
"","low","0.0","0.0","0.0","0.2","2.0","0.0","0.0","0.3"
"Matt Slater","NE ","0.0","0.0","0.0","0.2","2.3","0.0","0.0","0.3"
"","high","0.0","0.0","0.0","0.4","4.5","0.0","0.0","0.6"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Bernard Reedy","TB ","0.3","1.4","0.0","0.1","1.0","0.0","0.0","0.3"
"","high","0.5","2.8","0.0","0.2","2.0","0.0","0.0","0.5"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
"Reggie Davis","ATL ","0.0","0.0","0.0","0.3","2.8","0.0","0.0","0.3"
"","high","0.0","0.0","0.0","0.3","2.8","0.0","0.0","0.3"
"","low","0.0","0.0","0.0","0.3","2.8","0.0","0.0","0.3"
"J.D. McKissic","SEA ","0.0","0.0","0.0","0.2","2.5","0.0","0.0","0.3"
"","high","0.0","0.0","0.0","0.2","2.5","0.0","0.0","0.3"
"","low","0.0","0.0","0.0","0.2","2.5","0.0","0.0","0.3"
"Vince Mayle","BAL ","0.0","0.1","0.0","0.2","1.5","0.0","0.0","0.2"
"","high","0.0","0.1","0.0","0.2","2.6","0.0","0.0","0.3"
"","low","0.0","0.1","0.0","0.1","0.5","0.0","0.0","0.1"
"Stacy Coley","MIN ","0.0","0.0","0.0","0.1","1.2","0.0","0.0","0.2"
"","high","0.0","0.0","0.0","0.3","2.5","0.0","0.0","0.3"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Geremy Davis","LAC ","0.0","0.0","0.0","0.2","2.2","0.0","0.0","0.2"
"","high","0.0","0.0","0.0","0.2","2.2","0.0","0.0","0.2"
"","low","0.0","0.0","0.0","0.2","2.2","0.0","0.0","0.2"
"Golden Tate","DET ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rodney Adams","MIN ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Damore'ea Stringfel","NYJ low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rashawn Scott","MIA ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Corey Coleman","CLE ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jalin Marshall","NYJ ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Matt Hazel","IND ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Krishawn Hogan","IND ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dom Williams","PHI ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Markus Wheaton","CHI ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Andy Jones","DET ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
